subset,person,clip_folder,relative_path,gender,num_frames,boredom,engagement,confusion,frustration
Train,110002,1100022048,Train\110002\1100022048,M,0,0,2,2,0
Train,110002,1100022049,Train\110002\1100022049,M,0,0,2,3,0
Train,110002,1100022051,Train\110002\1100022051,M,0,0,3,3,1
Train,110002,1100022052,Train\110002\1100022052,M,0,0,2,2,0
Train,110002,1100022053,Train\110002\1100022053,M,0,0,2,2,1
Train,110002,1100022054,Train\110002\1100022054,M,0,1,2,0,0
Train,110002,1100022055,Train\110002\1100022055,M,0,1,2,0,0
Train,110002,1100022056,Train\110002\1100022056,M,0,0,3,0,0
Train,110002,1100022057,Train\110002\1100022057,M,0,0,2,0,0
Train,110004,1100041006,Train\110004\1100041006,M,0,0,3,0,0
Train,110004,1100041015,Train\110004\1100041015,M,0,2,3,0,0
Train,110004,1100041016,Train\110004\1100041016,M,0,0,3,0,0
Train,110004,1100041017,Train\110004\1100041017,M,0,2,2,0,2
Train,110004,1100041018,Train\110004\1100041018,M,0,2,2,0,0
Train,110004,1100041021,Train\110004\1100041021,M,0,0,2,0,0
Train,110004,1100041022,Train\110004\1100041022,M,0,2,2,0,0
Train,110004,1100041023,Train\110004\1100041023,M,0,2,2,2,1
Train,110004,1100041024,Train\110004\1100041024,M,0,2,2,0,0
Train,110004,1100041029,Train\110004\1100041029,M,0,0,3,0,0
Train,110004,1100041034,Train\110004\1100041034,M,0,0,2,0,0
Train,110004,1100041044,Train\110004\1100041044,M,0,0,2,0,0
Train,110004,1100041051,Train\110004\1100041051,M,0,0,3,0,0
Train,110004,1100041052,Train\110004\1100041052,M,0,0,2,0,0
Train,110004,1100042009,Train\110004\1100042009,M,0,2,2,1,1
Train,110004,1100042010,Train\110004\1100042010,M,0,2,2,0,0
Train,110004,1100042011,Train\110004\1100042011,M,0,2,2,1,1
Train,110004,1100042017,Train\110004\1100042017,M,0,2,2,0,0
Train,110004,1100042018,Train\110004\1100042018,M,0,0,2,0,0
Train,110004,1100042019,Train\110004\1100042019,M,0,0,3,0,0
Train,110004,1100042020,Train\110004\1100042020,M,0,0,3,0,0
Train,110004,1100042023,Train\110004\1100042023,M,0,3,1,1,0
Train,110004,1100042024,Train\110004\1100042024,M,0,2,2,1,0
Train,110004,1100042025,Train\110004\1100042025,M,0,1,2,0,0
Train,110004,1100042026,Train\110004\1100042026,M,0,2,1,1,0
Train,110004,1100042029,Train\110004\1100042029,M,0,0,3,1,0
Train,110004,1100042030,Train\110004\1100042030,M,0,0,2,1,0
Train,110004,1100042031,Train\110004\1100042031,M,0,2,3,2,0
Train,110004,1100042034,Train\110004\1100042034,M,0,1,2,0,0
Train,110004,1100042040,Train\110004\1100042040,M,0,1,2,0,0
Train,110004,1100042041,Train\110004\1100042041,M,0,0,3,0,0
Train,110004,1100042058,Train\110004\1100042058,M,0,1,2,2,0
Train,110004,1100042059,Train\110004\1100042059,M,0,2,2,0,1
Train,110004,1100042060,Train\110004\1100042060,M,0,2,2,0,0
Train,110005,1100051002,Train\110005\1100051002,M,0,1,2,0,0
Train,110005,1100051004,Train\110005\1100051004,M,0,2,2,3,1
Train,110005,1100051006,Train\110005\1100051006,M,0,2,2,1,1
Train,110005,1100051007,Train\110005\1100051007,M,0,2,1,2,1
Train,110005,1100051008,Train\110005\1100051008,M,0,2,2,2,0
Train,110005,1100051009,Train\110005\1100051009,M,0,2,2,0,0
Train,110005,1100051011,Train\110005\1100051011,M,0,1,2,0,0
Train,110005,1100051012,Train\110005\1100051012,M,0,1,2,0,0
Train,110005,1100051013,Train\110005\1100051013,M,0,2,2,0,0
Train,110005,1100051014,Train\110005\1100051014,M,0,1,2,0,0
Train,110005,1100051016,Train\110005\1100051016,M,0,2,1,2,0
Train,110005,1100051017,Train\110005\1100051017,M,0,2,2,1,2
Train,110005,1100051019,Train\110005\1100051019,M,0,2,3,1,0
Train,110005,1100051020,Train\110005\1100051020,M,0,1,2,1,0
Train,110005,1100051021,Train\110005\1100051021,M,0,2,2,2,0
Train,110005,1100051022,Train\110005\1100051022,M,0,2,2,0,0
Train,110005,1100051023,Train\110005\1100051023,M,0,1,2,0,0
Train,110005,1100051024,Train\110005\1100051024,M,0,2,2,1,1
Train,110005,1100051025,Train\110005\1100051025,M,0,2,2,2,0
Train,110005,1100051026,Train\110005\1100051026,M,0,2,2,1,0
Train,110005,1100051028,Train\110005\1100051028,M,0,2,2,0,0
Train,110005,1100051029,Train\110005\1100051029,M,0,2,2,0,0
Train,110005,1100051030,Train\110005\1100051030,M,0,2,1,0,0
Train,110005,1100051031,Train\110005\1100051031,M,0,2,1,0,0
Train,110005,1100051032,Train\110005\1100051032,M,0,1,3,1,0
Train,110005,1100051033,Train\110005\1100051033,M,0,2,2,0,0
Train,110005,1100051034,Train\110005\1100051034,M,0,2,2,2,0
Train,110005,1100051035,Train\110005\1100051035,M,0,2,2,1,0
Train,110005,1100051036,Train\110005\1100051036,M,0,2,2,2,1
Train,110005,1100051037,Train\110005\1100051037,M,0,2,2,0,2
Train,110005,1100051039,Train\110005\1100051039,M,0,2,2,2,3
Train,110005,1100051041,Train\110005\1100051041,M,0,1,3,0,0
Train,110005,1100051042,Train\110005\1100051042,M,0,2,2,2,0
Train,110005,1100051044,Train\110005\1100051044,M,0,0,2,0,0
Train,110005,1100051045,Train\110005\1100051045,M,0,1,3,1,0
Train,110005,1100051046,Train\110005\1100051046,M,0,0,2,0,0
Train,110005,1100051048,Train\110005\1100051048,M,0,2,2,0,0
Train,110005,1100051049,Train\110005\1100051049,M,0,2,2,0,0
Train,110005,1100051050,Train\110005\1100051050,M,0,0,3,0,0
Train,110005,1100051051,Train\110005\1100051051,M,0,1,2,0,0
Train,110005,1100051052,Train\110005\1100051052,M,0,1,2,1,1
Train,110005,1100051053,Train\110005\1100051053,M,0,2,1,0,0
Train,110005,1100051054,Train\110005\1100051054,M,0,2,2,0,0
Train,110005,1100051055,Train\110005\1100051055,M,0,0,2,0,1
Train,110005,1100051056,Train\110005\1100051056,M,0,1,2,1,1
Train,110005,1100051057,Train\110005\1100051057,M,0,2,3,2,0
Train,110005,1100051059,Train\110005\1100051059,M,0,0,3,1,0
Train,110005,1100051061,Train\110005\1100051061,M,0,2,2,0,0
Train,110005,1100051062,Train\110005\1100051062,M,0,2,3,2,0
Train,110005,1100051064,Train\110005\1100051064,M,0,2,3,0,0
Train,110005,1100051065,Train\110005\1100051065,M,0,2,2,0,0
Train,110005,1100051066,Train\110005\1100051066,M,0,3,3,2,0
Train,110005,1100051067,Train\110005\1100051067,M,0,2,3,2,1
Train,110005,1100051068,Train\110005\1100051068,M,0,1,3,1,0
Train,110005,1100051071,Train\110005\1100051071,M,0,0,3,0,0
Train,110005,1100051076,Train\110005\1100051076,M,0,2,2,0,0
Train,110005,1100051078,Train\110005\1100051078,M,0,0,2,0,1
Train,110005,1100051079,Train\110005\1100051079,M,0,0,3,0,0
Train,110005,1100052001,Train\110005\1100052001,M,0,2,2,0,1
Train,110005,1100052002,Train\110005\1100052002,M,0,1,2,1,0
Train,110005,1100052006,Train\110005\1100052006,M,0,2,2,0,0
Train,110005,1100052007,Train\110005\1100052007,M,0,1,2,1,0
Train,110005,1100052008,Train\110005\1100052008,M,0,0,3,0,0
Train,110005,1100052009,Train\110005\1100052009,M,0,0,2,0,0
Train,110005,1100052014,Train\110005\1100052014,M,0,3,1,0,0
Train,110005,1100052023,Train\110005\1100052023,M,0,1,2,1,1
Train,110005,1100052024,Train\110005\1100052024,M,0,1,2,0,0
Train,110005,1100052026,Train\110005\1100052026,M,0,1,2,0,0
Train,110005,1100052027,Train\110005\1100052027,M,0,2,2,0,0
Train,110005,1100052028,Train\110005\1100052028,M,0,2,3,0,0
Train,110005,1100052030,Train\110005\1100052030,M,0,2,2,1,0
Train,110005,1100052031,Train\110005\1100052031,M,0,1,2,0,0
Train,110005,1100052032,Train\110005\1100052032,M,0,1,2,0,1
Train,110005,1100052033,Train\110005\1100052033,M,0,1,2,0,0
Train,110005,1100052035,Train\110005\1100052035,M,0,0,2,0,0
Train,110005,1100052036,Train\110005\1100052036,M,0,1,2,0,1
Train,110005,1100052037,Train\110005\1100052037,M,0,2,2,0,0
Train,110005,1100052038,Train\110005\1100052038,M,0,2,2,0,0
Train,110005,1100052039,Train\110005\1100052039,M,0,1,2,0,0
Train,110005,1100052040,Train\110005\1100052040,M,0,2,3,1,0
Train,110005,1100052041,Train\110005\1100052041,M,0,2,2,0,0
Train,110005,1100052047,Train\110005\1100052047,M,0,1,2,0,0
Train,110005,1100052048,Train\110005\1100052048,M,0,2,2,0,0
Train,110005,1100052049,Train\110005\1100052049,M,0,0,2,0,0
Train,110005,1100052051,Train\110005\1100052051,M,0,2,2,2,3
Train,110005,1100052055,Train\110005\1100052055,M,0,1,2,0,0
Train,110005,1100052057,Train\110005\1100052057,M,0,3,2,0,0
Train,110005,1100052060,Train\110005\1100052060,M,0,0,3,0,0
Train,110005,1100052061,Train\110005\1100052061,M,0,1,2,1,1
Train,110005,1100052062,Train\110005\1100052062,M,0,3,2,0,1
Train,110005,1100052065,Train\110005\1100052065,M,0,2,3,0,0
Train,110005,1100052068,Train\110005\1100052068,M,0,3,2,2,0
Train,110005,1100052070,Train\110005\1100052070,M,0,1,2,0,1
Train,110006,1100061009,Train\110006\1100061009,M,0,0,3,0,0
Train,110006,1100061010,Train\110006\1100061010,M,0,1,3,0,0
Train,110006,1100061011,Train\110006\1100061011,M,0,0,3,0,0
Train,110006,1100061012,Train\110006\1100061012,M,0,0,2,0,0
Train,110006,1100061013,Train\110006\1100061013,M,0,1,3,0,0
Train,110006,1100061015,Train\110006\1100061015,M,0,3,2,0,0
Train,110006,1100061016,Train\110006\1100061016,M,0,0,2,0,0
Train,110006,1100061018,Train\110006\1100061018,M,0,2,2,0,0
Train,110006,1100061019,Train\110006\1100061019,M,0,0,2,0,0
Train,110006,1100061022,Train\110006\1100061022,M,0,0,3,0,0
Train,110006,1100061023,Train\110006\1100061023,M,0,0,2,0,0
Train,110006,1100061025,Train\110006\1100061025,M,0,2,2,0,0
Train,110006,1100061027,Train\110006\1100061027,M,0,0,3,0,0
Train,110006,1100061028,Train\110006\1100061028,M,0,1,2,0,0
Train,110006,1100061030,Train\110006\1100061030,M,0,0,2,0,0
Train,110006,1100061031,Train\110006\1100061031,M,0,0,2,0,0
Train,110006,1100061032,Train\110006\1100061032,M,0,0,2,0,0
Train,110006,1100061033,Train\110006\1100061033,M,0,0,3,0,0
Train,110006,1100061034,Train\110006\1100061034,M,0,0,2,0,0
Train,110006,1100061035,Train\110006\1100061035,M,0,0,2,0,0
Train,110006,1100061036,Train\110006\1100061036,M,0,1,3,0,0
Train,110006,1100061038,Train\110006\1100061038,M,0,0,3,0,0
Train,110006,1100061039,Train\110006\1100061039,M,0,0,2,0,0
Train,110006,1100061040,Train\110006\1100061040,M,0,0,3,0,0
Train,110006,1100061042,Train\110006\1100061042,M,0,0,3,0,0
Train,110006,1100061043,Train\110006\1100061043,M,0,0,3,0,0
Train,110006,1100061044,Train\110006\1100061044,M,0,0,2,0,0
Train,110006,1100061046,Train\110006\1100061046,M,0,0,3,0,0
Train,110006,1100061047,Train\110006\1100061047,M,0,0,3,0,0
Train,110006,1100061048,Train\110006\1100061048,M,0,0,3,0,0
Train,110006,1100061049,Train\110006\1100061049,M,0,0,2,0,0
Train,110006,1100061050,Train\110006\1100061050,M,0,2,2,0,0
Train,110006,1100061051,Train\110006\1100061051,M,0,0,3,0,0
Train,110006,1100061053,Train\110006\1100061053,M,0,2,2,0,1
Train,110006,1100061057,Train\110006\1100061057,M,0,1,2,0,0
Train,110006,1100061058,Train\110006\1100061058,M,0,0,2,0,0
Train,110006,1100061061,Train\110006\1100061061,M,0,0,3,0,0
Train,110006,1100061063,Train\110006\1100061063,M,0,0,3,1,0
Train,110006,1100061064,Train\110006\1100061064,M,0,0,3,0,0
Train,110006,1100061067,Train\110006\1100061067,M,0,0,3,0,0
Train,110006,1100061068,Train\110006\1100061068,M,0,0,3,0,0
Train,110006,1100061069,Train\110006\1100061069,M,0,0,3,0,0
Train,110006,1100061073,Train\110006\1100061073,M,0,0,2,0,0
Train,110006,1100061074,Train\110006\1100061074,M,0,0,2,0,0
Train,110006,1100061077,Train\110006\1100061077,M,0,0,2,0,0
Train,110006,1100061078,Train\110006\1100061078,M,0,0,2,0,0
Train,110006,1100062004,Train\110006\1100062004,M,0,1,3,0,0
Train,110006,1100062005,Train\110006\1100062005,M,0,0,3,2,2
Train,110006,1100062007,Train\110006\1100062007,M,0,0,3,1,0
Train,110006,1100062008,Train\110006\1100062008,M,0,2,1,1,2
Train,110006,1100062009,Train\110006\1100062009,M,0,0,3,0,0
Train,110006,1100062016,Train\110006\1100062016,M,0,1,2,0,0
Train,110006,1100062017,Train\110006\1100062017,M,0,0,3,0,0
Train,110006,1100062024,Train\110006\1100062024,M,0,2,2,0,0
Train,110006,1100062028,Train\110006\1100062028,M,0,2,2,1,0
Train,110006,1100062029,Train\110006\1100062029,M,0,1,2,1,0
Train,110006,1100062036,Train\110006\1100062036,M,0,3,2,0,0
Train,110006,1100062037,Train\110006\1100062037,M,0,2,2,0,0
Train,110006,1100062044,Train\110006\1100062044,M,0,2,2,0,0
Train,110006,1100062045,Train\110006\1100062045,M,0,2,1,1,0
Train,110006,1100062046,Train\110006\1100062046,M,0,2,2,0,0
Train,110006,1100062049,Train\110006\1100062049,M,0,2,1,2,0
Train,110006,1100062051,Train\110006\1100062051,M,0,3,2,0,0
Train,110006,1100062053,Train\110006\1100062053,M,0,0,3,0,0
Train,110006,1100062054,Train\110006\1100062054,M,0,2,2,0,1
Train,110006,1100062059,Train\110006\1100062059,M,0,1,2,0,1
Train,110006,1100062060,Train\110006\1100062060,M,0,2,2,0,0
Train,110006,1100062061,Train\110006\1100062061,M,0,0,2,0,0
Train,110006,1100062062,Train\110006\1100062062,M,0,1,2,0,0
Train,110006,1100062063,Train\110006\1100062063,M,0,2,2,0,0
Train,110006,1100062064,Train\110006\1100062064,M,0,2,2,0,0
Train,110006,1100062065,Train\110006\1100062065,M,0,0,2,0,0
Train,110006,1100062066,Train\110006\1100062066,M,0,3,3,0,0
Train,110006,1100062067,Train\110006\1100062067,M,0,0,3,0,0
Train,110006,1100062068,Train\110006\1100062068,M,0,2,2,1,0
Train,110006,1100062069,Train\110006\1100062069,M,0,1,2,0,0
Train,110006,1100062070,Train\110006\1100062070,M,0,2,2,0,0
Train,110006,1100062071,Train\110006\1100062071,M,0,1,3,1,1
Train,110006,1100062072,Train\110006\1100062072,M,0,2,3,1,2
Train,110007,1100071005,Train\110007\1100071005,M,0,2,2,0,0
Train,110007,1100071006,Train\110007\1100071006,M,0,2,2,0,0
Train,110007,1100071007,Train\110007\1100071007,M,0,2,2,0,0
Train,110007,1100071008,Train\110007\1100071008,M,0,2,3,0,0
Train,110007,1100071009,Train\110007\1100071009,M,0,2,2,0,0
Train,110007,1100071010,Train\110007\1100071010,M,0,2,2,0,0
Train,110007,1100071011,Train\110007\1100071011,M,0,2,2,0,0
Train,110007,1100071012,Train\110007\1100071012,M,0,0,3,0,0
Train,110007,1100071013,Train\110007\1100071013,M,0,0,2,0,0
Train,110007,1100071014,Train\110007\1100071014,M,0,0,3,0,0
Train,110007,1100071015,Train\110007\1100071015,M,0,2,2,2,2
Train,110007,1100071016,Train\110007\1100071016,M,0,1,3,0,0
Train,110007,1100071017,Train\110007\1100071017,M,0,1,2,0,1
Train,110007,1100071018,Train\110007\1100071018,M,0,0,2,0,0
Train,110007,1100071019,Train\110007\1100071019,M,0,1,2,0,0
Train,110007,1100071020,Train\110007\1100071020,M,0,2,2,0,0
Train,110007,1100071021,Train\110007\1100071021,M,0,2,3,0,0
Train,110007,1100071022,Train\110007\1100071022,M,0,2,2,0,0
Train,110007,1100071023,Train\110007\1100071023,M,0,2,2,0,0
Train,110007,1100071024,Train\110007\1100071024,M,0,2,2,0,0
Train,110007,1100071026,Train\110007\1100071026,M,0,2,2,0,1
Train,110007,1100071027,Train\110007\1100071027,M,0,2,2,0,0
Train,110007,1100071028,Train\110007\1100071028,M,0,2,2,0,0
Train,110007,1100071029,Train\110007\1100071029,M,0,2,2,0,0
Train,110007,1100071030,Train\110007\1100071030,M,0,0,3,0,0
Train,110007,1100071031,Train\110007\1100071031,M,0,3,3,0,1
Train,110007,1100071032,Train\110007\1100071032,M,0,2,2,1,0
Train,110007,1100071033,Train\110007\1100071033,M,0,2,2,0,0
Train,110007,1100071034,Train\110007\1100071034,M,0,1,3,1,0
Train,110007,1100071035,Train\110007\1100071035,M,0,1,2,0,0
Train,110007,1100071036,Train\110007\1100071036,M,0,0,2,0,0
Train,110007,1100071037,Train\110007\1100071037,M,0,2,2,0,0
Train,110007,1100071040,Train\110007\1100071040,M,0,2,3,0,0
Train,110007,1100071041,Train\110007\1100071041,M,0,2,2,0,0
Train,110007,1100071042,Train\110007\1100071042,M,0,2,2,1,0
Train,110007,1100071043,Train\110007\1100071043,M,0,2,3,2,1
Train,110007,1100071044,Train\110007\1100071044,M,0,2,2,1,0
Train,110007,1100071045,Train\110007\1100071045,M,0,2,2,0,0
Train,110007,1100071046,Train\110007\1100071046,M,0,2,2,0,0
Train,110007,1100071047,Train\110007\1100071047,M,0,2,2,0,0
Train,110007,1100071049,Train\110007\1100071049,M,0,0,2,0,0
Train,110007,1100071050,Train\110007\1100071050,M,0,2,3,0,0
Train,110007,1100071052,Train\110007\1100071052,M,0,2,2,0,0
Train,110007,1100071054,Train\110007\1100071054,M,0,0,2,0,0
Train,110007,1100071055,Train\110007\1100071055,M,0,1,3,1,1
Train,110007,1100071056,Train\110007\1100071056,M,0,1,2,1,1
Train,110007,1100071057,Train\110007\1100071057,M,0,2,3,0,0
Train,110007,1100071058,Train\110007\1100071058,M,0,2,2,0,0
